0;2;33511.86971750294;1
0;2;39795.34528953474;1
0;2;26421.04199512521;1
0;2;24514.75627799526;1
0;3;31046.720327465882;1
0;3;36867.98038886573;1
0;3;15147.709055480174;1
0;4;42278.7101554991;1
0;4;50205.96830965518;1
0;4;20850.74428423611;1
0;4;14863.400680174153;1
0;5;32775.172039613426;1
0;5;38920.516797040946;1
0;5;32409.354983035348;1
0;5;12413.391767864161;1
0;5;7404.821664310819;1
0;6;41246.2668772124;1
0;6;48979.94191668973;1
0;6;25865.424973243455;1
0;6;23682.777511752793;1
0;6;19963.244094640515;1
0;7;30037.76090700599;1
0;7;35669.841077069614;1
0;7;13653.005235821618;1
0;7;7329.611727142742;1
0;8;42081.15296416883;1
0;8;49971.36914495049;1
0;8;25613.22650403514;1
0;8;22765.32433953979;1
0;8;15937.992145395738;1
0;8;15683.20538161814;1
0;9;15699.799466766714;1
0;9;18643.511866785473;1
0;10;34099.85883179024;1
0;10;40493.58236275091;1
0;10;33494.640754999265;1
0;10;19183.532242857294;1
0;11;23688.167731115293;1
0;11;28129.69918069941;1
0;11;27988.063728810026;1
0;12;24412.20274595006;1
0;12;28989.490760815697;1
0;12;24942.10475844178;1
0;13;5824.331975356924;1
0;14;49416.481005693975;1
0;14;58682.071194261596;1
0;14;33233.105125271875;1
0;14;24731.055797357512;1
0;15;44105.35549198881;1
0;15;52375.10964673672;1
0;15;22604.792983104893;1
0;16;56248.88476339753;1
0;16;66795.55065653457;1
0;16;8708.514364081107;1
0;17;33765.74434445017;1
0;17;40096.82140903458;1
0;17;15677.533002790104;1
0;19;25614.149888565276;1
0;19;30416.802992671266;1
0;19;20946.833549181294;1
0;20;57764.821240061945;1
0;20;68595.72522257356;1
0;20;7712.247708923119;1
0;21;18057.225017527322;1
0;21;21442.954708313693;1
0;21;16562.113316753697;1
0;21;11985.914030897851;1
0;21;11230.425157375845;1
0;22;32045.014141829946;1
0;22;38053.45429342306;1
0;22;35554.660374642786;1
0;22;14101.59249161261;1
0;22;9290.602384602435;1
0;23;22852.129590361623;1
0;23;27136.90388855443;1
0;23;12496.815000746885;1
0;24;16378.713361542867;1
0;24;19449.722116832156;1
0;25;46403.922039979174;1
0;25;55104.65742247527;1
0;25;27314.282221840847;1
0;25;26398.91767123852;1
0;25;17088.88598949975;1
0;26;18044.29050955143;1
0;26;21427.594980092323;1
0;26;10708.747810609117;1
0;27;41113.89695371745;1
0;27;48822.75263253947;1
0;27;32433.59523588265;1
0;27;28753.983636057677;1
0;27;18261.72720034611;1
0;28;19123.922555718433;1
0;28;22709.65803491564;1
0;29;30513.853238905256;1
0;29;36235.20072119999;1
0;29;19303.83078249524;1
0;30;41806.45805750507;1
0;30;49645.16894328727;1
0;30;33807.33673853227;1
0;30;28297.470507092457;1
0;30;23699.666391181676;1
0;30;21833.259838269267;1
0;31;40063.850835004756;1
0;31;47575.822866568145;1
0;31;38207.86628321643;1
0;31;36569.068893301475;1
0;32;33100.34402243957;1
0;32;39306.658526646985;1
0;32;34461.287537883676;1
0;32;31195.42648020472;1
0;32;14772.263800515257;1
0;32;12459.594353269998;1
0;32;10544.095899705004;1
0;33;15289.861258935713;1
0;33;18156.71024498616;1
0;33;7521.144087861619;1
0;34;2512.9056777164406;1
0;35;17768.81491258374;1
0;35;21100.46770869319;1
0;36;31352.770410031644;1
0;36;37231.41486191258;1
0;36;33718.83889889431;1
0;37;53721.597408367204;1
0;37;63794.396922436055;1
0;37;39198.47597087566;1
0;37;27545.238070676234;1
0;37;16992.339274900427;1
0;37;3011.8828430530843;1
0;38;28650.27057191781;1
0;38;34022.1963041524;1
0;38;22946.35856166668;1
0;39;43075.08046683089;1
0;39;51151.65805436169;1
0;39;47046.49286429692;1
0;39;36097.45554361607;1
0;39;33031.58162084657;1
0;39;31182.71654986521;1
0;41;29395.50288272585;1
0;41;34907.15967323695;1
0;41;34313.554026109414;1
0;41;8433.948998048354;1
0;42;13812.0978909955;1
0;42;16401.866245557154;1
0;42;15774.812866317734;1
0;42;14470.796580758557;1
0;43;28887.537632430598;1
0;43;34303.950938511334;1
0;44;33177.52659987895;1
0;44;39398.31283735625;1
0;44;16149.047863637898;1
0;45;27244.31260948764;1
0;45;32352.62122376657;1
0;46;38464.119266163674;1
0;46;45676.14162856936;1
0;46;24594.61036970796;1
0;46;22337.0533963256;1
0;47;50379.652284084106;1
0;47;59825.83708734988;1
0;47;37161.40534233244;1
0;47;35157.1259855792;1
0;47;30364.272576198357;1
0;47;20919.32815429575;1
0;48;43225.40778687367;1
0;48;51330.171746912485;1
0;48;28282.901060569737;1
0;48;22045.324165879643;1
0;49;56092.47769774534;1
0;49;66609.81726607258;1
